0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
-0.5351132016973492,-0.4771212547196624,-0.7781512503836437,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.4771212547196624,-0.33881855655338095,-0.42596873227228116,-0.5351132016973492,-0.5351132016973492,-0.42596873227228116,-0.4771212547196624,-0.6020599913279624,-0.5351132016973492,-0.5351132016973492,-0.7781512503836437,-0.7781512503836437,-0.42596873227228116,-0.4771212547196624,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-0.9030899869919435,-0.5351132016973492,-0.4771212547196624,-0.9030899869919435,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.3802112417116061,-0.3802112417116061,-0.7781512503836437,-0.42596873227228116,-0.5351132016973492,-0.4771212547196624,-0.42596873227228116,-0.7781512503836437,-0.5351132016973492,-0.6020599913279624,-0.33881855655338095,-0.5351132016973492,-0.4771212547196624,-0.42596873227228116,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.42596873227228116,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.4771212547196624,-0.4771212547196624,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.6020599913279624
-0.5351132016973492,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.4771212547196624,-0.6020599913279624,-0.7781512503836437,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.9030899869919435,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.7781512503836437,-0.5351132016973492,-1.0791812460476247,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.7781512503836437,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.4771212547196624,-0.4771212547196624,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.5351132016973492,-0.42596873227228116,-0.6812412373755872,-0.5351132016973492,-0.42596873227228116,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.4771212547196624,-0.5351132016973492,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437
-0.4771212547196624,-0.9030899869919435,-0.6812412373755872,-0.6020599913279624,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.9030899869919435,-0.6812412373755872,-0.42596873227228116,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.9030899869919435,-0.6020599913279624,-0.5351132016973492,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-1.0791812460476247,-0.5351132016973492,-0.7781512503836437,-0.6812412373755872,-0.6812412373755872,-0.5351132016973492,-0.42596873227228116,-0.6812412373755872,-0.7781512503836437,-0.9030899869919435,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.6020599913279624,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.5351132016973492,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.3802112417116061,-0.5351132016973492,-0.6812412373755872,-0.7781512503836437,-0.9030899869919435,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.42596873227228116,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-1.0791812460476247
-0.6020599913279624,-0.5351132016973492,-0.9030899869919435,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.3802112417116061,-0.4771212547196624,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.6812412373755872,-0.6020599913279624,-0.5351132016973492,-0.9030899869919435,-0.9030899869919435,-0.42596873227228116,-0.4771212547196624,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.9030899869919435,-0.6020599913279624,-0.5351132016973492,-1.0791812460476247,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.42596873227228116,-0.42596873227228116,-0.9030899869919435,-0.4771212547196624,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.9030899869919435,-0.6020599913279624,-0.6812412373755872,-0.3802112417116061,-0.6020599913279624,-0.4771212547196624,-0.42596873227228116,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.9030899869919435,-0.6812412373755872,-0.7781512503836437,-0.4771212547196624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872
-0.5351132016973492,-0.7781512503836437,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.6812412373755872,-1.0791812460476247,-0.7781512503836437,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.5351132016973492,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.7781512503836437,-0.9030899869919435,-0.7781512503836437,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.4771212547196624,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.9030899869919435
-0.6020599913279624,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.7781512503836437,-0.6812412373755872,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.7781512503836437,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.7781512503836437,-0.7781512503836437,-1.3802112417116064,-0.7781512503836437,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.7781512503836437,-0.7781512503836437,-0.5351132016973492,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-0.6020599913279624,-0.9030899869919435,-0.6812412373755872,-0.9030899869919435,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.42596873227228116,-0.6812412373755872,-0.7781512503836437,-0.9030899869919435,-0.6812412373755872,-0.6020599913279624,-0.9030899869919435,-0.6812412373755872,-0.5351132016973492,-0.7781512503836437,-0.7781512503836437,-0.7781512503836437,-0.9030899869919435
-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.7781512503836437,-0.6020599913279624,-0.9030899869919435,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-1.0791812460476247,-0.6020599913279624,-0.4771212547196624,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.5351132016973492,-0.5351132016973492,-0.9030899869919435,-0.6020599913279624,-0.4771212547196624,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.3802112417116061,-0.6020599913279624,-0.9030899869919435,-0.9030899869919435,-0.6812412373755872,-0.6020599913279624,-1.0791812460476247,-0.6812412373755872,-0.4771212547196624,-0.6812412373755872,-0.6812412373755872,-0.9030899869919435,-0.9030899869919435
-0.5351132016973492,-0.5351132016973492,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.7781512503836437,-0.5351132016973492,-0.4771212547196624,-0.4771212547196624,-0.7781512503836437,-0.6812412373755872,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.42596873227228116,-0.4771212547196624,-0.6812412373755872,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.7781512503836437,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-1.0791812460476247,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.42596873227228116,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.6020599913279624,-0.5351132016973492,-0.3802112417116061,-0.6020599913279624,-0.4771212547196624,-0.3802112417116061,-0.5351132016973492,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872
-0.5351132016973492,-0.42596873227228116,-0.6812412373755872,-0.4771212547196624,-0.5351132016973492,-0.4771212547196624,-0.4771212547196624,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.3802112417116061,-0.42596873227228116,-0.33881855655338095,-0.42596873227228116,-0.5351132016973492,-0.42596873227228116,-0.42596873227228116,-0.3802112417116061,-0.5351132016973492,-0.5351132016973492,-0.42596873227228116,-0.6812412373755872,-0.5351132016973492,-0.33881855655338095,-0.3802112417116061,-0.5351132016973492,-0.3802112417116061,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.6812412373755872,-0.42596873227228116,-0.4771212547196624,-0.5351132016973492,-0.3802112417116061,-0.33881855655338095,-0.6020599913279624,-0.42596873227228116,-0.4771212547196624,-0.42596873227228116,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.3010299956639812,-0.4771212547196624,-0.42596873227228116,-0.33881855655338095,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.4771212547196624,-0.4771212547196624,-0.3802112417116061,-0.3802112417116061,-0.4771212547196624,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.42596873227228116,-0.5351132016973492,-0.4771212547196624,-0.42596873227228116,-0.4771212547196624,-0.4771212547196624,-0.4771212547196624,-0.5351132016973492
-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.3802112417116061,-0.4771212547196624,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.42596873227228116,-0.6020599913279624,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.5351132016973492,-0.42596873227228116,-0.7781512503836437,-0.6812412373755872,-0.6812412373755872,-0.4771212547196624,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.33881855655338095,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.5351132016973492,-0.6812412373755872,-0.7781512503836437
-0.5351132016973492,-0.7781512503836437,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.9030899869919435,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-1.0791812460476247,-0.9030899869919435,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.3802112417116061,-0.5351132016973492,-0.7781512503836437,-0.9030899869919435,-0.7781512503836437,-0.6812412373755872,-0.9030899869919435,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-1.0791812460476247
-0.6020599913279624,-0.9030899869919435,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.9030899869919435,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.6812412373755872,-0.9030899869919435,-1.3802112417116064,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.5351132016973492,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.6020599913279624,-0.3802112417116061,-0.5351132016973492,-0.7781512503836437,-0.9030899869919435,-0.9030899869919435,-0.6020599913279624,-0.9030899869919435,-0.7781512503836437,-0.4771212547196624,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-1.3802112417116064
-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.4771212547196624,-0.5351132016973492,-0.3802112417116061,-0.4771212547196624,-0.4771212547196624,-0.42596873227228116,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.42596873227228116,-0.4771212547196624,-0.4771212547196624,-0.4771212547196624,-0.6020599913279624,-0.3802112417116061,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.42596873227228116,-0.3802112417116061,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.42596873227228116,-0.4771212547196624,-0.3802112417116061,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.3802112417116061,-0.42596873227228116,-0.5351132016973492,-0.6020599913279624,-0.3802112417116061,-0.42596873227228116,-0.3802112417116061,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.4771212547196624,-0.42596873227228116,-0.4771212547196624,-0.2662678894047692,-0.3802112417116061,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.6020599913279624,-0.33881855655338095,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.6812412373755872
-0.42596873227228116,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.4771212547196624,-0.42596873227228116,-0.6020599913279624,-0.42596873227228116,-0.4771212547196624,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.4771212547196624,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.4771212547196624,-0.42596873227228116,-0.4771212547196624,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.3802112417116061,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.4771212547196624,-0.33881855655338095,-0.4771212547196624,-0.6020599913279624,-0.6020599913279624,-0.42596873227228116,-0.6812412373755872,-0.4771212547196624,-0.42596873227228116,-0.42596873227228116,-0.5351132016973492,-0.42596873227228116,-0.4771212547196624,-0.5351132016973492,-0.3802112417116061,-0.42596873227228116,-0.6812412373755872,-0.4771212547196624,-0.3802112417116061,-0.42596873227228116,-0.3802112417116061,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.42596873227228116,-0.42596873227228116,-0.42596873227228116,-0.3010299956639812,-0.42596873227228116,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.42596873227228116,-0.6812412373755872,-0.4771212547196624,-0.3802112417116061,-0.4771212547196624,-0.4771212547196624,-0.6020599913279624,-0.6812412373755872
-0.6812412373755872,-0.6020599913279624,-1.0791812460476247,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.42596873227228116,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.7781512503836437,-0.6812412373755872,-0.6812412373755872,-1.0791812460476247,-0.9030899869919435,-0.4771212547196624,-0.5351132016973492,-0.7781512503836437,-0.5351132016973492,-0.7781512503836437,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.9030899869919435,-0.6812412373755872,-0.7781512503836437,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6812412373755872,-0.4771212547196624,-0.4771212547196624,-1.3802112417116064,-0.5351132016973492,-0.7781512503836437,-0.6812412373755872,-0.5351132016973492,-1.0791812460476247,-0.6812412373755872,-0.7781512503836437,-0.42596873227228116,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.7781512503836437,-0.6812412373755872,-0.9030899869919435,-0.9030899869919435,-1.0791812460476247,-0.7781512503836437,-0.7781512503836437,-0.4771212547196624,-0.5351132016973492,-0.7781512503836437,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.7781512503836437,-0.6812412373755872,-0.6020599913279624,-0.7781512503836437,-0.7781512503836437
-0.42596873227228116,-0.4771212547196624,-0.6020599913279624,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.5351132016973492,-0.4771212547196624,-0.4771212547196624,-0.3802112417116061,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.42596873227228116,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.4771212547196624,-0.42596873227228116,-0.4771212547196624,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.42596873227228116,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.3802112417116061,-0.42596873227228116,-0.5351132016973492,-0.9030899869919435,-0.4771212547196624,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.6020599913279624,-0.4771212547196624,-0.42596873227228116,-0.6020599913279624,-0.42596873227228116,-0.33881855655338095,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-0.42596873227228116,-0.42596873227228116,-0.42596873227228116,-0.33881855655338095,-0.4771212547196624,-0.5351132016973492,-0.6020599913279624,-0.4771212547196624,-0.4771212547196624,-0.6020599913279624,-0.4771212547196624,-0.42596873227228116,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624
-0.5351132016973492,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.3802112417116061,-0.5351132016973492,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.4771212547196624,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.7781512503836437,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.4771212547196624,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.4771212547196624,-0.42596873227228116,-0.7781512503836437,-0.4771212547196624,-0.9030899869919435,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-0.6020599913279624,-0.5351132016973492,-0.4771212547196624,-0.6020599913279624,-0.4771212547196624,-0.3802112417116061,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.42596873227228116,-0.42596873227228116,-0.6020599913279624,-0.6020599913279624,-0.7781512503836437,-0.6020599913279624,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872
-0.4771212547196624,-0.6020599913279624,-0.6812412373755872,-0.7781512503836437,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6020599913279624,-0.6812412373755872,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.6812412373755872,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-0.6020599913279624,-0.5351132016973492,-0.6812412373755872,-0.6812412373755872,-0.7781512503836437,-0.5351132016973492,-0.42596873227228116,-0.6020599913279624,-0.6812412373755872,-0.6812412373755872,-0.5351132016973492,-0.5351132016973492,-0.6812412373755872,-0.5351132016973492,-0.6020599913279624,-1.0791812460476247,-0.5351132016973492,-0.6020599913279624,-0.6812412373755872,-0.4771212547196624,-0.4771212547196624,-0.9030899869919435,-0.5351132016973492,-0.42596873227228116,-0.5351132016973492,-0.4771212547196624,-0.6812412373755872,-0.5351132016973492,-0.6812412373755872,-0.4771212547196624,-0.4771212547196624,-0.5351132016973492,-0.33881855655338095,-0.5351132016973492,-0.6812412373755872,-0.7781512503836437,-0.6020599913279624,-0.5351132016973492,-0.7781512503836437,-0.6812412373755872,-0.4771212547196624,-0.6020599913279624,-0.6020599913279624,-1.0791812460476247,-0.7781512503836437
